Date,Agent,Customer,Quality,Weave,Composition,Quantity
2022-09-11,Sammy,Sarah Johnson,Standard,Plain,100% Silk,4
2022-09-11,Sammy,David Lee,Standard,Satin,100% Silk,2
2022-09-13,Mark,James Smith,Standard,Satin,100% Cotton,2
2022-09-13,Sammy,David Lee,Standard,Satin,100% Cotton,3
2022-09-13,Mark,David Lee,Standard,Plain,100% Cotton,1
2022-09-14,Mark,Mike Wilson,Standard,Plain,100% Silk,4
2022-09-14,Sammy,Mike Wilson,Standard,Plain,100% Silk,2
2022-09-14,Mark,Sarah Johnson,Standard,Satin,100% Silk,2
2022-09-15,Mark,David Lee,Premium,Satin,100% Cotton,1
2022-09-15,Mark,Emma Brown,Standard,Plain,100% Silk,4
2022-09-16,Mark,James Smith,Premium,Plain,100% Cotton,1
2022-09-16,Sammy,David Lee,Premium,Satin,100% Silk,2
2022-09-16,Mark,David Lee,Premium,Satin,100% Silk,2
2022-09-16,Mark,Emma Brown,Premium,Satin,100% Cotton,1
2022-09-18,Sammy,Emma Brown,Standard,Satin,100% Cotton,3
2022-09-18,Sammy,David Lee,Premium,Satin,100% Cotton,2
2022-09-18,Mark,James Smith,Standard,Plain,100% Silk,4
2022-09-18,Sammy,Mike Wilson,Premium,Satin,100% Silk,2
2022-09-18,Mark,David Lee,Standard,Plain,100% Silk,3
2022-09-19,Sammy,David Lee,Standard,Satin,100% Silk,3
2022-09-20,Sammy,James Smith,Premium,Plain,100% Silk,2
2022-09-20,Sammy,Sarah Johnson,Premium,Plain,100% Cotton,1
2022-09-21,Mark,James Smith,Premium,Satin,100% Silk,1
2022-09-21,Sammy,David Lee,Premium,Satin,100% Silk,2
2022-09-21,Mark,James Smith,Premium,Plain,100% Silk,1
2022-09-21,Sammy,Emma Brown,Standard,Plain,100% Cotton,1
2022-09-22,Mark,David Lee,Premium,Plain,100% Cotton,1
2022-09-23,Sammy,James Smith,Premium,Plain,100% Cotton,1
2022-09-24,Sammy,Sarah Johnson,Premium,Satin,100% Silk,2
2022-09-24,Mark,Mike Wilson,Standard,Plain,100% Silk,1
2022-09-25,Mark,Sarah Johnson,Standard,Plain,100% Silk,4
2022-09-25,Sammy,Sarah Johnson,Premium,Plain,100% Silk,1
2022-09-25,Mark,James Smith,Standard,Plain,100% Cotton,1
2022-09-25,Sammy,David Lee,Standard,Plain,100% Cotton,1
2022-09-25,Mark,Sarah Johnson,Standard,Satin,100% Silk,2
2022-09-25,Mark,David Lee,Standard,Plain,100% Silk,1
2022-09-26,Sammy,David Lee,Premium,Satin,100% Cotton,2
2022-09-27,Mark,James Smith,Standard,Plain,100% Silk,3
2022-09-27,Mark,Emma Brown,Premium,Satin,100% Silk,2
2022-09-27,Mark,James Smith,Premium,Satin,100% Cotton,2
2022-09-27,Mark,Mike Wilson,Standard,Plain,100% Silk,1
2022-09-28,Sammy,Sarah Johnson,Premium,Satin,100% Silk,2
2022-09-28,Mark,Emma Brown,Premium,Plain,100% Silk,1
2022-09-28,Mark,Sarah Johnson,Premium,Satin,100% Silk,2
2022-09-28,Sammy,Sarah Johnson,Premium,Plain,100% Cotton,2
2022-09-29,Sammy,Mike Wilson,Premium,Satin,100% Silk,1
2022-09-29,Sammy,David Lee,Standard,Satin,100% Cotton,1
2022-09-30,Sammy,James Smith,Standard,Satin,100% Cotton,1
2022-09-30,Mark,Mike Wilson,Standard,Satin,100% Cotton,3
2022-09-30,Mark,Mike Wilson,Premium,Satin,100% Cotton,2
2022-09-30,Mark,Mike Wilson,Standard,Plain,100% Cotton,1
2022-10-01,Sammy,Mike Wilson,Standard,Plain,100% Cotton,6
2022-10-01,Mark,David Lee,Standard,Plain,100% Silk,1
2022-10-01,Sammy,David Lee,Standard,Satin,100% Cotton,1
2022-10-01,Mark,David Lee,Standard,Satin,100% Silk,3
2022-10-02,Sammy,James Smith,Standard,Satin,100% Cotton,6
2022-10-03,Sammy,David Lee,Standard,Plain,100% Cotton,3
2022-10-03,Mark,James Smith,Standard,Satin,100% Silk,1
2022-10-04,Mark,Sarah Johnson,Premium,Plain,100% Cotton,1
2022-10-04,Mark,Emma Brown,Standard,Satin,100% Cotton,1
2022-10-04,Mark,David Lee,Standard,Plain,100% Silk,1
2022-10-04,Sammy,David Lee,Standard,Satin,100% Cotton,6
2022-10-04,Mark,Sarah Johnson,Premium,Satin,100% Silk,1
2022-10-04,Sammy,Sarah Johnson,Standard,Plain,100% Silk,4
2022-10-05,Mark,Mike Wilson,Standard,Satin,100% Silk,4
2022-10-05,Sammy,Emma Brown,Premium,Plain,100% Cotton,1
2022-10-06,Sammy,Emma Brown,Standard,Satin,100% Cotton,1
2022-10-06,Mark,Emma Brown,Premium,Satin,100% Cotton,2
2022-10-07,Mark,Emma Brown,Premium,Satin,100% Cotton,1
2022-10-07,Sammy,Sarah Johnson,Premium,Plain,100% Cotton,4
2022-10-07,Sammy,Sarah Johnson,Premium,Plain,100% Silk,2
2022-10-08,Sammy,James Smith,Standard,Satin,100% Silk,6
2022-10-08,Mark,James Smith,Premium,Plain,100% Silk,2
2022-10-09,Sammy,Emma Brown,Premium,Satin,100% Silk,1
2022-10-09,Mark,Emma Brown,Premium,Satin,100% Cotton,4
2022-10-09,Mark,James Smith,Standard,Satin,100% Cotton,4
2022-10-10,Mark,David Lee,Premium,Plain,100% Silk,4
2022-10-10,Sammy,Emma Brown,Standard,Satin,100% Cotton,6
2022-10-10,Sammy,Mike Wilson,Premium,Plain,100% Silk,3
2022-10-11,Mark,David Lee,Standard,Satin,100% Silk,4
2022-10-11,Mark,Emma Brown,Standard,Plain,100% Cotton,6
2022-10-12,Sammy,Mike Wilson,Standard,Satin,100% Cotton,1
2022-10-12,Sammy,Mike Wilson,Standard,Satin,100% Silk,3
2022-10-12,Mark,James Smith,Standard,Satin,100% Cotton,1
2022-10-12,Mark,James Smith,Standard,Satin,100% Cotton,6
2022-10-12,Mark,Sarah Johnson,Premium,Plain,100% Cotton,1
2022-10-12,Sammy,Sarah Johnson,Standard,Satin,100% Silk,6
2022-10-12,Sammy,Sarah Johnson,Standard,Satin,100% Silk,4
2022-10-13,Mark,Mike Wilson,Standard,Plain,100% Silk,4
2022-10-14,Mark,Sarah Johnson,Standard,Satin,100% Silk,6
2022-10-14,Mark,Sarah Johnson,Standard,Plain,100% Silk,1
2022-10-14,Mark,James Smith,Standard,Plain,100% Silk,3
2022-10-15,Sammy,Mike Wilson,Standard,Satin,100% Silk,1
2022-10-15,Sammy,David Lee,Standard,Plain,100% Cotton,1
2022-10-15,Mark,James Smith,Premium,Plain,100% Silk,3
2022-10-15,Mark,Emma Brown,Standard,Satin,100% Cotton,6
2022-10-16,Sammy,Emma Brown,Premium,Plain,100% Cotton,2
2022-10-16,Sammy,Emma Brown,Standard,Satin,100% Silk,1
2022-10-16,Sammy,James Smith,Premium,Satin,100% Cotton,4
2022-10-16,Sammy,Mike Wilson,Premium,Satin,100% Silk,4
2022-10-16,Mark,Sarah Johnson,Standard,Plain,100% Cotton,6
2022-10-16,Sammy,James Smith,Standard,Satin,100% Silk,1
2022-10-16,Sammy,Sarah Johnson,Standard,Satin,100% Silk,4
2022-10-18,Sammy,Sarah Johnson,Standard,Plain,100% Cotton,6
2022-10-18,Sammy,Sarah Johnson,Standard,Plain,100% Cotton,3
2022-10-18,Sammy,James Smith,Standard,Plain,100% Silk,1
2022-10-19,Mark,Sarah Johnson,Premium,Satin,100% Cotton,1
2022-10-19,Mark,Sarah Johnson,Premium,Satin,100% Silk,3
2022-10-20,Sammy,James Smith,Standard,Satin,100% Silk,3
2022-10-20,Mark,James Smith,Premium,Plain,100% Silk,3
2022-10-20,Mark,Sarah Johnson,Standard,Plain,100% Cotton,4
2022-10-20,Sammy,David Lee,Standard,Plain,100% Cotton,1
2022-10-20,Mark,James Smith,Premium,Satin,100% Cotton,2
2022-10-21,Mark,David Lee,Premium,Plain,100% Cotton,2
2022-10-21,Mark,Mike Wilson,Standard,Satin,100% Silk,1
2022-10-22,Sammy,James Smith,Standard,Plain,100% Cotton,3
2022-10-22,Sammy,James Smith,Premium,Satin,100% Cotton,3
2022-10-22,Mark,David Lee,Premium,Satin,100% Silk,1
2022-10-23,Sammy,Mike Wilson,Standard,Plain,100% Silk,3
2022-10-23,Mark,Sarah Johnson,Premium,Satin,100% Silk,4
2022-10-23,Mark,Sarah Johnson,Standard,Satin,100% Silk,4
2022-10-23,Mark,Sarah Johnson,Premium,Plain,100% Silk,1
2022-10-23,Sammy,Sarah Johnson,Standard,Plain,100% Silk,1
2022-10-23,Sammy,Emma Brown,Standard,Satin,100% Silk,4
2022-10-24,Mark,Sarah Johnson,Standard,Satin,100% Silk,3
2022-10-25,Mark,Mike Wilson,Standard,Plain,100% Cotton,3
2022-10-25,Mark,Mike Wilson,Premium,Satin,100% Cotton,4
2022-10-25,Sammy,Emma Brown,Premium,Satin,100% Silk,4
2022-10-27,Sammy,James Smith,Premium,Satin,100% Cotton,1
2022-10-27,Mark,James Smith,Premium,Plain,100% Silk,1
2022-10-28,Mark,David Lee,Standard,Satin,100% Cotton,1
2022-10-28,Sammy,Emma Brown,Premium,Plain,100% Silk,2
2022-10-28,Mark,James Smith,Premium,Plain,100% Silk,1
2022-10-28,Sammy,Emma Brown,Premium,Plain,100% Silk,2
2022-10-28,Mark,James Smith,Premium,Satin,100% Silk,1
2022-10-29,Sammy,Sarah Johnson,Standard,Plain,100% Silk,3
2022-10-29,Mark,Emma Brown,Premium,Satin,100% Cotton,1
2022-10-29,Sammy,Emma Brown,Standard,Plain,100% Silk,3
2022-10-29,Sammy,Mike Wilson,Standard,Plain,100% Silk,3
2022-10-30,Sammy,Emma Brown,Premium,Plain,100% Cotton,4
2022-10-30,Mark,James Smith,Standard,Satin,100% Silk,6
2022-10-30,Mark,David Lee,Standard,Plain,100% Silk,1
2022-10-30,Sammy,James Smith,Standard,Plain,100% Cotton,3
2022-10-30,Sammy,James Smith,Standard,Satin,100% Cotton,4
2022-10-31,Mark,James Smith,Standard,Satin,100% Cotton,1
2022-10-31,Mark,James Smith,Standard,Satin,100% Silk,1
2022-10-31,Mark,David Lee,Standard,Plain,100% Cotton,1
2022-11-01,Mark,Mike Wilson,Standard,Plain,100% Silk,5
2022-11-01,Mark,David Lee,Standard,Plain,100% Cotton,6
2022-11-01,Sammy,Emma Brown,Standard,Plain,100% Silk,3
2022-11-01,Sammy,Emma Brown,Standard,Plain,100% Cotton,3
2022-11-01,Sammy,James Smith,Standard,Plain,100% Cotton,1
2022-11-01,Sammy,David Lee,Standard,Satin,100% Silk,7
2022-11-02,Sammy,Mike Wilson,Premium,Satin,100% Silk,4
2022-11-02,Mark,David Lee,Standard,Satin,100% Cotton,6
2022-11-02,Mark,Mike Wilson,Premium,Plain,100% Silk,2
2022-11-02,Sammy,James Smith,Premium,Satin,100% Silk,5
2022-11-03,Sammy,David Lee,Standard,Plain,100% Cotton,1
2022-11-04,Sammy,David Lee,Standard,Plain,100% Silk,1
2022-11-04,Sammy,Mike Wilson,Premium,Plain,100% Silk,1
2022-11-05,Sammy,Mike Wilson,Premium,Plain,100% Silk,1
2022-11-05,Sammy,Sarah Johnson,Standard,Satin,100% Silk,7
2022-11-05,Mark,Emma Brown,Standard,Satin,100% Cotton,3
2022-11-05,Mark,James Smith,Premium,Satin,100% Silk,5
2022-11-06,Mark,Sarah Johnson,Standard,Satin,100% Cotton,6
2022-11-06,Mark,Sarah Johnson,Premium,Plain,100% Silk,1
2022-11-06,Sammy,James Smith,Standard,Satin,100% Cotton,6
2022-11-07,Mark,David Lee,Standard,Plain,100% Silk,5
2022-11-07,Sammy,David Lee,Standard,Satin,100% Cotton,1
2022-11-08,Mark,James Smith,Standard,Satin,100% Cotton,4
2022-11-08,Sammy,Mike Wilson,Standard,Satin,100% Silk,5
2022-11-08,Sammy,Sarah Johnson,Standard,Plain,100% Silk,7
2022-11-08,Mark,Mike Wilson,Standard,Plain,100% Cotton,6
2022-11-09,Mark,David Lee,Premium,Plain,100% Cotton,2
2022-11-09,Sammy,Emma Brown,Premium,Plain,100% Silk,1
2022-11-09,Mark,James Smith,Premium,Satin,100% Silk,4
2022-11-10,Mark,David Lee,Premium,Plain,100% Cotton,3
2022-11-10,Sammy,Sarah Johnson,Premium,Satin,100% Cotton,3
2022-11-10,Mark,Sarah Johnson,Premium,Satin,100% Silk,5
2022-11-11,Mark,David Lee,Premium,Satin,100% Cotton,4
2022-11-12,Sammy,David Lee,Premium,Plain,100% Silk,1
2022-11-12,Mark,James Smith,Standard,Plain,100% Cotton,4
2022-11-12,Sammy,David Lee,Standard,Satin,100% Cotton,3
2022-11-13,Sammy,David Lee,Premium,Plain,100% Cotton,4
2022-11-14,Sammy,David Lee,Premium,Satin,100% Cotton,3
2022-11-14,Sammy,David Lee,Standard,Plain,100% Cotton,6
2022-11-14,Sammy,Mike Wilson,Premium,Satin,100% Cotton,1
2022-11-14,Mark,Mike Wilson,Premium,Satin,100% Cotton,1
2022-11-14,Sammy,David Lee,Premium,Plain,100% Silk,5
2022-11-14,Mark,David Lee,Premium,Plain,100% Cotton,1
2022-11-14,Mark,David Lee,Standard,Plain,100% Cotton,3
2022-11-14,Sammy,Sarah Johnson,Premium,Satin,100% Silk,4
2022-11-14,Sammy,Sarah Johnson,Premium,Satin,100% Silk,1
2022-11-15,Mark,Sarah Johnson,Premium,Satin,100% Silk,2
2022-11-15,Mark,James Smith,Premium,Satin,100% Silk,2
2022-11-16,Sammy,Sarah Johnson,Premium,Plain,100% Cotton,1
2022-11-16,Mark,David Lee,Premium,Plain,100% Cotton,2
2022-11-16,Mark,David Lee,Premium,Plain,100% Silk,5
2022-11-16,Mark,Sarah Johnson,Premium,Plain,100% Silk,1
2022-11-17,Mark,Emma Brown,Standard,Plain,100% Silk,1
2022-11-17,Sammy,Mike Wilson,Standard,Plain,100% Cotton,1
2022-11-18,Sammy,Emma Brown,Standard,Satin,100% Cotton,6
2022-11-19,Sammy,James Smith,Premium,Satin,100% Cotton,3
2022-11-19,Sammy,David Lee,Premium,Satin,100% Cotton,4
2022-11-19,Mark,Mike Wilson,Standard,Plain,100% Cotton,1
2022-11-19,Mark,David Lee,Premium,Plain,100% Cotton,3
2022-11-20,Sammy,James Smith,Standard,Plain,100% Cotton,4
2022-11-20,Sammy,Sarah Johnson,Standard,Plain,100% Silk,1
2022-11-20,Sammy,Emma Brown,Premium,Plain,100% Cotton,4
2022-11-20,Sammy,David Lee,Standard,Plain,100% Silk,7
2022-11-20,Sammy,James Smith,Premium,Satin,100% Silk,5
2022-11-20,Sammy,David Lee,Premium,Satin,100% Silk,1
2022-11-21,Mark,Sarah Johnson,Standard,Plain,100% Silk,1
2022-11-22,Sammy,Sarah Johnson,Premium,Satin,100% Cotton,1
2022-11-22,Sammy,David Lee,Premium,Satin,100% Cotton,3
2022-11-22,Sammy,Sarah Johnson,Standard,Satin,100% Cotton,6
2022-11-22,Mark,James Smith,Standard,Satin,100% Silk,3
2022-11-23,Mark,Emma Brown,Premium,Plain,100% Cotton,2
2022-11-23,Sammy,Emma Brown,Standard,Satin,100% Silk,5
2022-11-24,Mark,Mike Wilson,Standard,Plain,100% Silk,5
2022-11-24,Mark,Emma Brown,Standard,Satin,100% Cotton,6
2022-11-24,Sammy,Mike Wilson,Premium,Satin,100% Cotton,3
2022-11-25,Mark,Sarah Johnson,Premium,Satin,100% Silk,5
2022-11-25,Mark,Mike Wilson,Standard,Plain,100% Silk,3
2022-11-26,Mark,Emma Brown,Standard,Satin,100% Cotton,1
2022-11-26,Sammy,David Lee,Premium,Satin,100% Cotton,4
2022-11-26,Mark,Emma Brown,Premium,Satin,100% Silk,1
2022-11-26,Mark,Emma Brown,Standard,Plain,100% Cotton,4
2022-11-26,Sammy,Sarah Johnson,Premium,Satin,100% Cotton,1
2022-11-27,Mark,James Smith,Standard,Satin,100% Silk,3
2022-11-27,Sammy,David Lee,Premium,Satin,100% Cotton,4
2022-11-27,Sammy,David Lee,Premium,Satin,100% Silk,4
2022-11-28,Sammy,Emma Brown,Premium,Satin,100% Silk,2
2022-11-28,Sammy,James Smith,Standard,Plain,100% Silk,5
2022-11-30,Sammy,David Lee,Standard,Plain,100% Silk,5
2022-11-30,Mark,James Smith,Premium,Plain,100% Cotton,1
2022-11-30,Mark,Sarah Johnson,Premium,Satin,100% Cotton,2
2022-11-30,Sammy,James Smith,Standard,Plain,100% Silk,7
2022-12-01,Mark,Emma Brown,Standard,Plain,100% Silk,1
2022-12-01,Sammy,Sarah Johnson,Premium,Plain,100% Cotton,1
2022-12-01,Mark,Mike Wilson,Premium,Plain,100% Cotton,2
2022-12-01,Sammy,James Smith,Standard,Plain,100% Cotton,4
2022-12-01,Sammy,David Lee,Standard,Satin,100% Silk,3
2022-12-02,Sammy,James Smith,Standard,Satin,100% Cotton,2
2022-12-02,Sammy,Mike Wilson,Premium,Satin,100% Cotton,2
2022-12-02,Mark,Emma Brown,Standard,Plain,100% Silk,3
2022-12-02,Sammy,David Lee,Premium,Satin,100% Cotton,1
2022-12-03,Mark,David Lee,Standard,Plain,100% Silk,3
2022-12-04,Sammy,David Lee,Premium,Satin,100% Cotton,1
2022-12-04,Sammy,Mike Wilson,Standard,Satin,100% Silk,5
2022-12-04,Sammy,Mike Wilson,Standard,Plain,100% Cotton,3
2022-12-04,Mark,Mike Wilson,Premium,Plain,100% Silk,2
2022-12-05,Sammy,Emma Brown,Standard,Plain,100% Cotton,4
2022-12-05,Sammy,Sarah Johnson,Standard,Satin,100% Silk,1
2022-12-06,Sammy,David Lee,Premium,Satin,100% Silk,1
2022-12-06,Sammy,Sarah Johnson,Standard,Satin,100% Silk,1
2022-12-06,Sammy,Mike Wilson,Standard,Satin,100% Silk,2
2022-12-07,Sammy,Sarah Johnson,Standard,Satin,100% Cotton,4
2022-12-07,Mark,Sarah Johnson,Standard,Plain,100% Silk,5
2022-12-08,Mark,David Lee,Premium,Satin,100% Cotton,1
2022-12-08,Sammy,David Lee,Standard,Satin,100% Cotton,3
2022-12-08,Sammy,Sarah Johnson,Standard,Satin,100% Cotton,1
2022-12-08,Mark,Emma Brown,Standard,Plain,100% Cotton,2
2022-12-08,Sammy,Emma Brown,Premium,Satin,100% Silk,1
2022-12-09,Sammy,James Smith,Premium,Plain,100% Cotton,2
2022-12-10,Sammy,Mike Wilson,Standard,Plain,100% Silk,5
2022-12-10,Mark,Sarah Johnson,Standard,Plain,100% Cotton,1
2022-12-10,Mark,Sarah Johnson,Standard,Satin,100% Silk,2
2022-12-10,Mark,Sarah Johnson,Premium,Plain,100% Silk,1
2022-12-10,Sammy,Emma Brown,Premium,Plain,100% Silk,3
2022-12-10,Mark,Sarah Johnson,Premium,Plain,100% Cotton,1
2022-12-11,Sammy,James Smith,Premium,Plain,100% Cotton,2
2022-12-11,Sammy,David Lee,Premium,Satin,100% Cotton,1
2022-12-11,Mark,Emma Brown,Standard,Plain,100% Cotton,2
2022-12-12,Sammy,David Lee,Standard,Plain,100% Silk,2
2022-12-12,Mark,Sarah Johnson,Standard,Plain,100% Cotton,3
2022-12-12,Sammy,Sarah Johnson,Premium,Satin,100% Silk,1
2022-12-12,Mark,James Smith,Premium,Satin,100% Silk,1
2022-12-12,Sammy,Sarah Johnson,Standard,Plain,100% Silk,1
2022-12-12,Mark,James Smith,Premium,Satin,100% Silk,3
2022-12-12,Mark,James Smith,Standard,Satin,100% Cotton,1
2022-12-13,Mark,Sarah Johnson,Premium,Plain,100% Cotton,1
2022-12-14,Sammy,Emma Brown,Standard,Satin,100% Silk,1
2022-12-14,Sammy,James Smith,Premium,Satin,100% Cotton,2
2022-12-14,Mark,James Smith,Standard,Plain,100% Silk,2
2022-12-14,Sammy,James Smith,Premium,Plain,100% Silk,3
2022-12-15,Sammy,James Smith,Standard,Plain,100% Cotton,4
2022-12-15,Mark,David Lee,Premium,Plain,100% Silk,2
2022-12-15,Sammy,Emma Brown,Standard,Plain,100% Silk,2
2022-12-15,Sammy,James Smith,Premium,Plain,100% Silk,1
2022-12-15,Mark,Sarah Johnson,Premium,Satin,100% Cotton,1
2022-12-15,Sammy,Mike Wilson,Premium,Satin,100% Cotton,2
2022-12-15,Mark,Sarah Johnson,Standard,Satin,100% Silk,5
2022-12-16,Sammy,David Lee,Premium,Plain,100% Silk,2
2022-12-16,Mark,James Smith,Premium,Satin,100% Cotton,2
2022-12-16,Sammy,Emma Brown,Standard,Plain,100% Cotton,4
2022-12-16,Sammy,David Lee,Standard,Plain,100% Silk,3
2022-12-16,Sammy,David Lee,Standard,Plain,100% Cotton,2
2022-12-17,Sammy,David Lee,Premium,Plain,100% Cotton,2
2022-12-18,Sammy,David Lee,Premium,Plain,100% Silk,1
2022-12-18,Sammy,Mike Wilson,Premium,Plain,100% Cotton,2
2022-12-19,Mark,Emma Brown,Standard,Satin,100% Silk,3
2022-12-19,Sammy,David Lee,Standard,Plain,100% Cotton,4
2022-12-20,Sammy,Emma Brown,Standard,Satin,100% Silk,5
2022-12-22,Sammy,David Lee,Standard,Plain,100% Silk,5
2022-12-22,Sammy,Emma Brown,Premium,Satin,100% Cotton,1
2022-12-22,Mark,Emma Brown,Premium,Satin,100% Cotton,1
2022-12-22,Sammy,Mike Wilson,Standard,Plain,100% Silk,1
2022-12-22,Mark,Emma Brown,Standard,Satin,100% Silk,3
2022-12-23,Mark,Sarah Johnson,Standard,Plain,100% Silk,2
2022-12-23,Sammy,David Lee,Standard,Satin,100% Silk,1
2022-12-24,Sammy,David Lee,Standard,Plain,100% Silk,5
2022-12-24,Mark,Sarah Johnson,Standard,Plain,100% Cotton,4
2022-12-25,Mark,Emma Brown,Standard,Plain,100% Cotton,3
2022-12-25,Mark,James Smith,Standard,Satin,100% Silk,3
2022-12-25,Sammy,Sarah Johnson,Premium,Satin,100% Silk,2
2022-12-25,Sammy,Emma Brown,Standard,Satin,100% Silk,1
2022-12-26,Mark,Sarah Johnson,Standard,Plain,100% Silk,2
2022-12-26,Sammy,David Lee,Premium,Plain,100% Silk,3
2022-12-26,Sammy,David Lee,Standard,Plain,100% Cotton,2
2022-12-27,Mark,Sarah Johnson,Premium,Plain,100% Silk,2
2022-12-27,Sammy,Mike Wilson,Standard,Satin,100% Silk,3
2022-12-27,Mark,Mike Wilson,Standard,Plain,100% Cotton,3
2022-12-27,Sammy,David Lee,Standard,Plain,100% Cotton,3
2022-12-28,Mark,James Smith,Premium,Plain,100% Silk,1
2022-12-29,Sammy,Sarah Johnson,Standard,Plain,100% Silk,1
2022-12-29,Sammy,David Lee,Standard,Satin,100% Silk,1
2022-12-29,Sammy,Mike Wilson,Standard,Plain,100% Cotton,4
2022-12-29,Sammy,James Smith,Premium,Satin,100% Cotton,2
2022-12-29,Sammy,Sarah Johnson,Premium,Plain,100% Silk,2
2022-12-30,Sammy,David Lee,Premium,Satin,100% Cotton,1
2022-12-30,Sammy,Emma Brown,Premium,Plain,100% Silk,2
2022-12-30,Mark,James Smith,Premium,Plain,100% Cotton,1
2022-12-30,Sammy,David Lee,Standard,Satin,100% Silk,1
2022-12-31,Mark,James Smith,Premium,Plain,100% Silk,1
2022-12-31,Sammy,James Smith,Premium,Plain,100% Cotton,1
2022-12-31,Sammy,Sarah Johnson,Standard,Plain,100% Cotton,2
2022-12-31,Sammy,James Smith,Standard,Plain,100% Cotton,2
2022-12-31,Mark,Mike Wilson,Premium,Plain,100% Silk,1
2022-12-31,Mark,Mike Wilson,Standard,Plain,100% Cotton,4
2023-01-01,Mark,Sarah Johnson,Standard,Satin,100% Silk,5
2023-01-01,Sammy,Sarah Johnson,Premium,Satin,100% Silk,1
2023-01-02,Sammy,Mike Wilson,Premium,Satin,100% Cotton,1
2023-01-02,Mark,Emma Brown,Premium,Satin,100% Cotton,2
2023-01-02,Sammy,Sarah Johnson,Premium,Satin,100% Silk,3
2023-01-04,Mark,Mike Wilson,Standard,Satin,100% Silk,2
2023-01-04,Sammy,Emma Brown,Standard,Plain,100% Silk,1
2023-01-04,Sammy,David Lee,Standard,Plain,100% Silk,1
2023-01-05,Mark,Emma Brown,Premium,Satin,100% Cotton,1
2023-01-05,Mark,Sarah Johnson,Premium,Plain,100% Cotton,2
2023-01-06,Mark,James Smith,Premium,Satin,100% Silk,1
2023-01-06,Mark,David Lee,Premium,Satin,100% Silk,2
2023-01-06,Mark,Sarah Johnson,Standard,Plain,100% Cotton,1
2023-01-06,Mark,Emma Brown,Premium,Plain,100% Cotton,1
2023-01-07,Mark,David Lee,Standard,Satin,100% Cotton,4
2023-01-08,Sammy,David Lee,Standard,Satin,100% Cotton,3
2023-01-08,Sammy,Sarah Johnson,Premium,Satin,100% Cotton,1
2023-01-08,Mark,Sarah Johnson,Premium,Plain,100% Silk,2
2023-01-08,Sammy,James Smith,Standard,Plain,100% Silk,5
2023-01-08,Sammy,James Smith,Standard,Plain,100% Cotton,4
2023-01-09,Mark,James Smith,Standard,Plain,100% Cotton,4
2023-01-09,Mark,Sarah Johnson,Premium,Plain,100% Cotton,2
2023-01-09,Mark,James Smith,Standard,Satin,100% Silk,3
2023-01-09,Sammy,Emma Brown,Premium,Plain,100% Cotton,1
2023-01-10,Mark,David Lee,Standard,Satin,100% Cotton,4
2023-01-10,Sammy,David Lee,Standard,Plain,100% Cotton,4
2023-01-10,Mark,Mike Wilson,Standard,Plain,100% Cotton,4
2023-01-11,Sammy,Mike Wilson,Premium,Satin,100% Silk,1
2023-01-11,Sammy,Emma Brown,Standard,Plain,100% Cotton,1
2023-01-11,Mark,Sarah Johnson,Premium,Satin,100% Cotton,2
2023-01-11,Mark,Emma Brown,Standard,Plain,100% Silk,2
2023-01-12,Mark,Sarah Johnson,Standard,Satin,100% Cotton,1
2023-01-12,Mark,Sarah Johnson,Standard,Plain,100% Silk,5
2023-01-12,Sammy,James Smith,Premium,Satin,100% Cotton,2
2023-01-13,Sammy,Emma Brown,Premium,Plain,100% Cotton,2
2023-01-13,Sammy,Sarah Johnson,Premium,Satin,100% Cotton,1
2023-01-13,Sammy,Mike Wilson,Standard,Satin,100% Cotton,2
2023-01-13,Sammy,Mike Wilson,Standard,Plain,100% Silk,3
2023-01-14,Sammy,Emma Brown,Premium,Satin,100% Cotton,2
2023-01-14,Mark,Emma Brown,Standard,Plain,100% Cotton,1
2023-01-15,Mark,David Lee,Premium,Satin,100% Silk,1
2023-01-15,Mark,Sarah Johnson,Standard,Plain,100% Cotton,4
2023-01-15,Mark,Mike Wilson,Standard,Plain,100% Cotton,1
2023-01-15,Sammy,Sarah Johnson,Premium,Plain,100% Silk,1
2023-01-16,Mark,Emma Brown,Standard,Plain,100% Silk,3
2023-01-16,Mark,Mike Wilson,Standard,Satin,100% Cotton,1
2023-01-16,Sammy,Sarah Johnson,Premium,Plain,100% Silk,1
2023-01-16,Sammy,David Lee,Standard,Satin,100% Silk,5
2023-01-17,Mark,Mike Wilson,Premium,Satin,100% Cotton,2
2023-01-17,Sammy,Emma Brown,Standard,Satin,100% Silk,2
2023-01-18,Mark,James Smith,Premium,Satin,100% Cotton,2
2023-01-19,Sammy,Mike Wilson,Standard,Satin,100% Cotton,3
2023-01-19,Mark,James Smith,Standard,Satin,100% Silk,3
2023-01-20,Mark,Emma Brown,Standard,Satin,100% Silk,5
2023-01-20,Mark,James Smith,Premium,Satin,100% Cotton,2
2023-01-20,Sammy,James Smith,Standard,Plain,100% Silk,5
2023-01-20,Mark,James Smith,Standard,Plain,100% Silk,2
2023-01-21,Sammy,Sarah Johnson,Standard,Satin,100% Silk,2
2023-01-21,Mark,James Smith,Premium,Plain,100% Silk,3
2023-01-21,Sammy,James Smith,Standard,Satin,100% Cotton,3
2023-01-21,Sammy,James Smith,Standard,Satin,100% Silk,3
2023-01-21,Sammy,James Smith,Premium,Satin,100% Silk,2
